ticker,sector,industry
CORT,Healthcare,Biotechnology
MSFL,その他,
CYH,Healthcare,Medical Care Facilities
NKE,Consumer Cyclical,Footwear & Accessories
PLTD,その他,
SG,Consumer Cyclical,Restaurants
ORBS,Consumer Cyclical,Packaging & Containers
QMCO,Technology,Computer Hardware
SMTI,Healthcare,Medical Instruments & Supplies
VIVO,Technology,Software - Infrastructure
BKNG,Consumer Cyclical,Travel Services
QLYS,Technology,Software - Infrastructure
REKR,Technology,Software - Infrastructure
CLX,Consumer Defensive,Household & Personal Products
ONFO,Communication Services,Internet Content & Information
IDX,その他,
METU,その他,
SPOK,Healthcare,Health Information Services
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AMPH,Healthcare,Drug Manufacturers - Specialty & Generic
RPC,Financial Services,Asset Management
MAIA,Healthcare,Biotechnology
WK,Technology,Software - Application
MSFU,その他,
AZTA,Healthcare,Medical Instruments & Supplies
OKTA,Technology,Software - Infrastructure
NNE,Industrials,Specialty Industrial Machinery
BJ,Consumer Defensive,Discount Stores
BXC,Industrials,Industrial Distribution
GRCE,Healthcare,Biotechnology
JRVR,Financial Services,Insurance - Specialty
NSIT,Technology,Electronics & Computer Distribution
RACE,Consumer Cyclical,Auto Manufacturers
RH,Consumer Cyclical,Specialty Retail
ITRI,Technology,Scientific & Technical Instruments
RNAC,Healthcare,Biotechnology
AMZD,その他,
HOOG,その他,
TRIP,Consumer Cyclical,Travel Services
LFCR,Healthcare,Drug Manufacturers - Specialty & Generic
ROBN,その他,
FICO,Technology,Software - Application
IONL,その他,
LOAR,Industrials,Aerospace & Defense
WOOF,Consumer Cyclical,Specialty Retail
FWRG,Consumer Cyclical,Restaurants
RCEL,Healthcare,Medical Devices
GFL,Industrials,Waste Management
USEG,Energy,Oil & Gas E&P
DFIN,Technology,Software - Application
INDL,その他,
OSG,Financial Services,Insurance - Specialty
WEN,Consumer Cyclical,Restaurants
DRV,その他,
TNDM,Healthcare,Medical Devices
INFY,Technology,Information Technology Services
ADP,Technology,Software - Application
AMST,Technology,Software - Application
HTCO,Industrials,Marine Shipping
YI,Healthcare,Medical Distribution
MZTI,Consumer Defensive,Packaged Foods
ZS,Technology,Software - Infrastructure
PEGA,Technology,Software - Application
WIT,Technology,Information Technology Services
AMSF,Financial Services,Insurance - Specialty
HDSN,Basic Materials,Specialty Chemicals
GDRX,Healthcare,Health Information Services
EIDO,その他,
GRPN,Communication Services,Internet Content & Information
HURN,Industrials,Consulting Services
AIOT,Technology,Software - Infrastructure
ERII,Industrials,Pollution & Treatment Controls
BSY,Technology,Software - Application
BRZE,Technology,Software - Application
NVO,Healthcare,Drug Manufacturers - General
HRB,Consumer Cyclical,Personal Services
PAL,Industrials,Integrated Freight & Logistics
ALDX,Healthcare,Biotechnology
ARQQ,Technology,Software - Infrastructure
MRLN,Industrials,Aerospace & Defense
PCOR,Technology,Software - Application
DFH,Consumer Cyclical,Residential Construction
MKC,Consumer Defensive,Packaged Foods
WEBS,その他,
VEEV,Healthcare,Health Information Services
AMWD,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
EVTC,Technology,Software - Infrastructure
INO,Healthcare,Biotechnology
IOT,Technology,Software - Infrastructure
CTSH,Technology,Information Technology Services
TOVX,Healthcare,Biotechnology
ONON,Consumer Cyclical,Footwear & Accessories
OPFI,Financial Services,Credit Services
XPOF,Consumer Cyclical,Leisure
ABT,Healthcare,Medical Devices
SDHC,Real Estate,Real Estate - Development
ACM,Industrials,Engineering & Construction
HDB,Financial Services,Banks - Regional
OI,Consumer Cyclical,Packaging & Containers
XRX,Industrials,Business Equipment & Supplies
DPZ,Consumer Cyclical,Restaurants
OLED,Technology,Electronic Components
ATHM,Communication Services,Internet Content & Information
GWRE,Technology,Software - Application
MOS,Basic Materials,Agricultural Inputs
MYSE,Technology,Software - Application
GIS,Consumer Defensive,Packaged Foods
OPCH,Healthcare,Medical Care Facilities
GME,Consumer Cyclical,Specialty Retail
KRNT,Industrials,Specialty Industrial Machinery
ATEC,Healthcare,Medical Devices
CRM,Technology,Software - Application
KBR,Industrials,Engineering & Construction
MELI,Consumer Cyclical,Internet Retail
DCBO,Technology,Software - Application
EDN,Utilities,Utilities - Regulated Electric
WGS,Healthcare,Diagnostics & Research
CXM,Technology,Software - Application
ERIE,Financial Services,Insurance Brokers
LIF,Technology,Software - Application
RGNX,Healthcare,Biotechnology
CPB,Consumer Defensive,Packaged Foods
EXLS,Technology,Information Technology Services
TSCO,Consumer Cyclical,Specialty Retail
TTGT,Technology,Information Technology Services
BR,Technology,Information Technology Services
JBI,Industrials,Building Products & Equipment
XGN,Healthcare,Diagnostics & Research
DXC,Technology,Information Technology Services
MBOT,Healthcare,Medical Instruments & Supplies
SMMT,Healthcare,Biotechnology
AAPD,その他,
BZAI,Technology,Software - Application
PYPL,Financial Services,Credit Services
DOUG,Real Estate,Real Estate Services
LPCN,Healthcare,Biotechnology
NCMI,Communication Services,Advertising Agencies
PAY,Technology,Software - Infrastructure
ELF,Consumer Defensive,Household & Personal Products
FRSH,Technology,Software - Application
ULH,Industrials,Trucking
ACB,Healthcare,Drug Manufacturers - Specialty & Generic
EOLS,Healthcare,Drug Manufacturers - Specialty & Generic
TONX,Technology,Software - Application
SENS,Healthcare,Medical Devices
PINS,Communication Services,Internet Content & Information
INM,Healthcare,Drug Manufacturers - Specialty & Generic
PHIO,Healthcare,Biotechnology
CDW,Technology,Information Technology Services
CWEB,その他,
GETY,Communication Services,Internet Content & Information
SDGR,Healthcare,Health Information Services
UIS,Technology,Information Technology Services
RMSG,Technology,Software - Application
CVLT,Technology,Software - Application
AJG,Financial Services,Insurance Brokers
NCNO,Technology,Software - Application
RELX,Industrials,Specialty Business Services
LGVN,Healthcare,Biotechnology
CMRC,Technology,Software - Application
ZVIA,Consumer Defensive,Beverages - Non-Alcoholic
MGPI,Consumer Defensive,Beverages - Wineries & Distilleries
GO,Consumer Defensive,Grocery Stores
MOH,Healthcare,Healthcare Plans
ACHR,Industrials,Aerospace & Defense
ASBP,Healthcare,Biotechnology
SABR,Technology,Software - Infrastructure
CLVT,Technology,Information Technology Services
YELP,Communication Services,Internet Content & Information
AEYE,Technology,Software - Application
MORN,Financial Services,Financial Data & Stock Exchanges
PLCE,Consumer Cyclical,Apparel Manufacturing
ESTC,Technology,Software - Application
NIU,Consumer Cyclical,Auto Manufacturers
NTNX,Technology,Software - Infrastructure
OWL,Financial Services,Asset Management
REPL,Healthcare,Biotechnology
ACN,Technology,Information Technology Services
CRDF,Healthcare,Biotechnology
CHKP,Technology,Software - Infrastructure
TLSI,Healthcare,Medical Devices
DOCU,Technology,Software - Application
EPAM,Technology,Information Technology Services
BIRD,Consumer Cyclical,Apparel Retail
MVIS,Technology,Scientific & Technical Instruments
TDUP,Consumer Cyclical,Internet Retail
PCTY,Technology,Software - Application
ALKT,Technology,Software - Application
PLAY,Communication Services,Entertainment
WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TLX,Healthcare,Biotechnology
SDOW,その他,
BCYC,Healthcare,Biotechnology
ZG,Communication Services,Internet Content & Information
TASK,Technology,Information Technology Services
GTLB,Technology,Software - Infrastructure
LU,Financial Services,Credit Services
PBH,Healthcare,Drug Manufacturers - Specialty & Generic
UPWK,Communication Services,Internet Content & Information
LMB,Industrials,Building Products & Equipment
UBRL,その他,
YEXT,Technology,Software - Infrastructure
AMPL,Technology,Software - Application
FINV,Financial Services,Credit Services
GDYN,Technology,Information Technology Services
HLNE,Financial Services,Asset Management
QTRX,Healthcare,Medical Devices
TMDX,Healthcare,Medical Devices
TYL,Technology,Software - Application
LI,Consumer Cyclical,Auto Manufacturers
VRSK,Industrials,Consulting Services
Z,Communication Services,Internet Content & Information
SMWB,Technology,Software - Application
ZENA,Technology,Software - Infrastructure
MDXG,Healthcare,Biotechnology
CBUS,Healthcare,Biotechnology
SRAD,Technology,Software - Application
TOST,Technology,Software - Infrastructure
BMBL,Communication Services,Internet Content & Information
ARQ,Industrials,Pollution & Treatment Controls
PAYC,Technology,Software - Application
CCC,Technology,Software - Application
IXHL,Healthcare,Drug Manufacturers - Specialty & Generic
TNET,Industrials,Staffing & Employment Services
WDAY,Technology,Software - Application
TTEC,Technology,Information Technology Services
TWFG,Financial Services,Insurance Brokers
BL,Technology,Software - Application
QTWO,Technology,Software - Application
SHAK,Consumer Cyclical,Restaurants
SE,Consumer Cyclical,Internet Retail
AXON,Industrials,Aerospace & Defense
BRO,Financial Services,Insurance Brokers
FWRD,Industrials,Integrated Freight & Logistics
BFAM,Consumer Cyclical,Personal Services
BMI,Technology,Scientific & Technical Instruments
FLO,Consumer Defensive,Packaged Foods
JELD,Industrials,Building Products & Equipment
TME,Communication Services,Internet Content & Information
KSCP,Industrials,Security & Protection Services
BGDE,Financial Services,Capital Markets
ALT,Healthcare,Biotechnology
NOW,Technology,Software - Application
RVNL,その他,
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic
WAY,Healthcare,Health Information Services
AIFF,Technology,Software - Application
PRCT,Healthcare,Medical Devices
GIG,Financial Services,Shell Companies
KMPR,Financial Services,Insurance - Property & Casualty
KPDD,その他,
TIGR,Financial Services,Capital Markets
GDDY,Technology,Software - Infrastructure
PLNT,Consumer Cyclical,Leisure
TGLS,Basic Materials,Building Materials
CNXC,Technology,Information Technology Services
EVGO,Consumer Cyclical,Specialty Retail
AVS,その他,
PRGS,Technology,Software - Infrastructure
EVTL,Industrials,Aerospace & Defense
FOUR,Technology,Software - Infrastructure
SPXS,その他,
BLKB,Technology,Software - Application
KULR,Technology,Electronic Components
FRMM,Technology,Software - Application
PODD,Healthcare,Medical Devices
RYAN,Financial Services,Insurance - Specialty
SRFM,Industrials,Airlines
CWH,Consumer Cyclical,Auto & Truck Dealerships
NABL,Technology,Information Technology Services
TMCI,Healthcare,Medical Devices
RCKT,Healthcare,Biotechnology
SLQT,Financial Services,Insurance Brokers
HCKT,Technology,Information Technology Services
HRTX,Healthcare,Biotechnology
GPK,Consumer Cyclical,Packaging & Containers
MAMO,Consumer Cyclical,Recreational Vehicles
TRAK,Technology,Software - Application
CURI,Communication Services,Broadcasting
CERT,Healthcare,Health Information Services
CSGP,Real Estate,Real Estate Services
SCNX,Healthcare,Pharmaceutical Retailers
TRI,Industrials,Specialty Business Services
CBZ,Industrials,Specialty Business Services
INTU,Technology,Software - Application
NFXL,その他,
KVYO,Technology,Software - Application
MTVA,Healthcare,Biotechnology
SRPT,Healthcare,Biotechnology
ERY,その他,
UGRO,Industrials,Farm & Heavy Construction Machinery
WING,Consumer Cyclical,Restaurants
SDST,Industrials,Electrical Equipment & Parts
HIMS,Healthcare,Drug Manufacturers - Specialty & Generic
OSRH,Healthcare,Biotechnology
AARD,Healthcare,Biotechnology
NCPL,Financial Services,Capital Markets
CLRB,Healthcare,Biotechnology
VENU,Consumer Cyclical,Restaurants
GGLS,その他,
OPRX,Healthcare,Health Information Services
ABVE,Consumer Defensive,Packaged Foods
BLND,Technology,Software - Application
GLMD,Healthcare,Biotechnology
HAIN,Consumer Defensive,Packaged Foods
HUMA,Healthcare,Biotechnology
MMYT,Consumer Cyclical,Travel Services
TEAM,Technology,Software - Application
CNSP,Healthcare,Biotechnology
AI,Technology,Software - Infrastructure
CCOI,Communication Services,Telecom Services
CDIO,Healthcare,Biotechnology
IMA,Healthcare,Biotechnology
ADMA,Healthcare,Biotechnology
FLUT,Consumer Cyclical,Gambling
MRAL,その他,
GLOB,Technology,Information Technology Services
QDEL,Healthcare,Medical Devices
ASTC,Technology,Scientific & Technical Instruments
FATN,Technology,Software - Infrastructure
SKYQ,Energy,Oil & Gas Integrated
DOCS,Healthcare,Health Information Services
ENGN,Healthcare,Biotechnology
GSHD,Financial Services,Insurance Brokers
GTM,Technology,Software - Application
ASAN,Technology,Software - Application
LBRDK,Communication Services,Telecom Services
SMR,Industrials,Specialty Industrial Machinery
SPSC,Technology,Software - Application
INTA,Technology,Software - Application
CGTL,Consumer Cyclical,Specialty Retail
PHR,Healthcare,Health Information Services
NAGE,Healthcare,Biotechnology
MVST,Consumer Cyclical,Auto Parts
RCT,Technology,Software - Application
AGPU,Technology,Software - Infrastructure
EFOR,Technology,Information Technology Services
EHTH,Financial Services,Insurance Brokers
LFMD,Healthcare,Health Information Services
SKIL,Consumer Defensive,Education & Training Services
ACVA,Consumer Cyclical,Auto & Truck Dealerships
NNOX,Healthcare,Medical Devices
AVXL,Healthcare,Biotechnology
AKBA,Healthcare,Drug Manufacturers - Specialty & Generic
CHTR,Communication Services,Telecom Services
ANGI,Communication Services,Internet Content & Information
OLB,Technology,Software - Infrastructure
BFRG,Healthcare,Health Information Services
BUR,Financial Services,Asset Management
VERX,Technology,Software - Application
PTLO,Consumer Cyclical,Restaurants
WIX,Technology,Software - Infrastructure
PMNT,Consumer Cyclical,Apparel Manufacturing
HCWB,Healthcare,Biotechnology
LASE,Industrials,Specialty Industrial Machinery
SMPL,Consumer Defensive,Packaged Foods
AKTX,Healthcare,Biotechnology
SER,Healthcare,Biotechnology
SBFM,Healthcare,Drug Manufacturers - Specialty & Generic
FVRR,Communication Services,Internet Content & Information
HUBS,Technology,Software - Application
NMAX,Communication Services,Broadcasting
EMBC,Healthcare,Medical Instruments & Supplies
TZA,その他,
DOMO,Technology,Software - Application
CYN,Technology,Software - Application
ANNA,Energy,Oil & Gas E&P
RPD,Technology,Software - Infrastructure
KD,Technology,Information Technology Services
BRLS,Consumer Defensive,Packaged Foods
RIME,Technology,Consumer Electronics
TPET,Energy,Oil & Gas E&P
SAGT,Technology,Software - Application
AKAN,Healthcare,Drug Manufacturers - Specialty & Generic
KLC,Consumer Defensive,Education & Training Services
THRY,Technology,Software - Application
VITL,Consumer Defensive,Farm Products
TTD,Communication Services,Advertising Agencies
MOBX,Technology,Semiconductors
STIM,Healthcare,Medical Devices
VNRX,Healthcare,Medical Devices
CNCK,Financial Services,Capital Markets
PSQH,Technology,Software - Application
EDZ,その他,
EEIQ,Consumer Defensive,Education & Training Services
NVD,その他,
NXXT,Utilities,Utilities - Renewable
GCL,Communication Services,Electronic Gaming & Multimedia
RECT,Consumer Cyclical,Specialty Retail
OPTU,Communication Services,Telecom Services
MNDY,Technology,Software - Application
SMCL,その他,
VRAX,Healthcare,Biotechnology
NVDQ,その他,
BYND,Consumer Defensive,Packaged Foods
CURV,Consumer Cyclical,Apparel Retail
MGRX,Healthcare,Health Information Services
FFAI,Consumer Cyclical,Auto Manufacturers
CONL,その他,
CRMT,Consumer Cyclical,Auto & Truck Dealerships
MNTS,Industrials,Aerospace & Defense
AGAE,Technology,Software - Infrastructure
IMMP,Healthcare,Biotechnology
FUBO,Communication Services,Broadcasting
ACXP,Healthcare,Biotechnology
PROP,Energy,Oil & Gas E&P
STEX,Financial Services,Capital Markets
DAVA,Technology,Software - Infrastructure
BYRN,Industrials,Aerospace & Defense
EUDA,Real Estate,Real Estate Services
LCID,Consumer Cyclical,Auto Manufacturers
NFE,Energy,Oil & Gas Midstream
ABTS,Financial Services,Capital Markets
PAR,Technology,Software - Application
TECS,その他,
SRXH,Consumer Defensive,Packaged Foods
DUOL,Technology,Software - Application
GAMB,Consumer Cyclical,Gambling
LESL,Consumer Cyclical,Specialty Retail
OTLK,Healthcare,Biotechnology
RBLU,その他,
SNBR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
CXAI,Technology,Software - Application
AGIG,Utilities,Utilities - Renewable
AIOS,Technology,Information Technology Services
GOSS,Healthcare,Biotechnology
ADVB,Healthcare,Diagnostics & Research
DRMA,Healthcare,Biotechnology
LABD,その他,
GLE,Technology,Information Technology Services
AMDD,その他,
AMOD,Technology,Software - Application
ALIT,Technology,Software - Application
XXI,Financial Services,Shell Companies
GV,Consumer Defensive,Education & Training Services
ENSC,Healthcare,Biotechnology
BRBR,Consumer Defensive,Packaged Foods
ENVB,Healthcare,Biotechnology
GOVX,Healthcare,Biotechnology
SPRB,Healthcare,Biotechnology
ERNA,Healthcare,Biotechnology
ATYR,Healthcare,Biotechnology
BRTX,Healthcare,Biotechnology
UPXI,Communication Services,Internet Content & Information
FUSE,Technology,Software - Application
YOOV,Industrials,Security & Protection Services
AEHL,Industrials,Building Products & Equipment
SEGG,Consumer Cyclical,Gambling
ALBT,Real Estate,Real Estate Services
QNCX,Healthcare,Biotechnology
ARAI,Technology,Scientific & Technical Instruments
FEED,Healthcare,Medical Devices
EZRA,Financial Services,Insurance Brokers
LNAI,Healthcare,Biotechnology
RENX,Real Estate,Real Estate - Development
VEEE,Consumer Cyclical,Recreational Vehicles
MSTU,その他,
PHGE,Healthcare,Biotechnology
ISPC,Healthcare,Diagnostics & Research
CYCU,Technology,Information Technology Services
AIIO,Consumer Cyclical,Auto Manufacturers
MIMI,Industrials,Engineering & Construction
TSLS,その他,
ARTL,Healthcare,Biotechnology
GNPX,Healthcare,Biotechnology
BDRX,Healthcare,Biotechnology
CREG,Utilities,Utilities - Renewable
SLE,Communication Services,Internet Content & Information
GDC,Communication Services,Electronic Gaming & Multimedia
ALP,Financial Services,Asset Management
SAFX,Utilities,Utilities - Renewable
CETX,Technology,Software - Infrastructure
IPW,Consumer Cyclical,Internet Retail
MRNO,Real Estate,Real Estate - Development
WGRX,Healthcare,Pharmaceutical Retailers
DRCT,Communication Services,Advertising Agencies
SVRN,Industrials,Marine Shipping
SOXS,その他,
ATPC,Consumer Defensive,Packaged Foods
GPUS,Industrials,Aerospace & Defense
KITT,Industrials,Aerospace & Defense
DBGI,Consumer Cyclical,Apparel Retail
PBM,Healthcare,Biotechnology
FCUV,Technology,Scientific & Technical Instruments
BTM,Financial Services,Capital Markets
DFNS,Industrials,Aerospace & Defense
DGNX,Industrials,Consulting Services
JAGX,Healthcare,Biotechnology
FGL,Industrials,Engineering & Construction
BNZI,Technology,Software - Application
SDOT,Consumer Defensive,Farm Products
KALA,Healthcare,Biotechnology
TRNR,Consumer Cyclical,Personal Services
ELAB,Healthcare,Biotechnology
JTAI,Technology,Software - Application
LNKS,Industrials,Electrical Equipment & Parts
MUD,その他,
JZXN,Consumer Cyclical,Auto & Truck Dealerships
NAKA,Financial Services,Capital Markets
CTNT,Industrials,Integrated Freight & Logistics
EDBL,Consumer Defensive,Farm Products
GMEX,Technology,Consumer Electronics
ONCO,Healthcare,Biotechnology
INHD,Basic Materials,Steel
XXII,Consumer Defensive,Tobacco
EZGO,Consumer Cyclical,Recreational Vehicles
NIVF,Healthcare,Medical Care Facilities
ADTX,Healthcare,Biotechnology
OCG,Consumer Cyclical,Internet Retail
WBX,Technology,Electronic Components
BNR,Healthcare,Diagnostics & Research
PTN,Healthcare,Biotechnology
EVAX,Healthcare,Biotechnology
APLM,Healthcare,Biotechnology
GALT,Healthcare,Biotechnology
KLRS,Healthcare,Biotechnology
AEI,Real Estate,Real Estate - Development
COHN,Financial Services,Capital Markets
ACIU,Healthcare,Biotechnology
HBIO,Healthcare,Medical Instruments & Supplies
TLPH,Healthcare,Drug Manufacturers - Specialty & Generic
SWAG,Communication Services,Advertising Agencies
SPRU,Technology,Solar
KRMD,Healthcare,Medical Instruments & Supplies
OBIO,Healthcare,Biotechnology
FSI,Basic Materials,Specialty Chemicals
OESX,Industrials,Electrical Equipment & Parts
SCOR,Technology,Software - Application
ECOR,Healthcare,Medical Devices
IZEA,Communication Services,Internet Content & Information
OPXS,Industrials,Aerospace & Defense
TOL,Consumer Cyclical,Residential Construction
XPEL,Consumer Cyclical,Auto Parts
CPS,Consumer Cyclical,Auto Parts
DQ,Technology,Semiconductor Equipment & Materials
GMAB,Healthcare,Biotechnology
PLUT,Financial Services,Capital Markets
NXTC,Healthcare,Biotechnology
CIA,Financial Services,Insurance - Life
XERS,Healthcare,Drug Manufacturers - Specialty & Generic
HLLY,Consumer Cyclical,Auto Parts
LVS,Consumer Cyclical,Resorts & Casinos
SUPX,Technology,Software - Infrastructure
UAVS,Technology,Computer Hardware
RZLV,Technology,Software - Infrastructure
DCI,Industrials,Specialty Industrial Machinery
ORCL,Technology,Software - Infrastructure
PETZ,Consumer Cyclical,Restaurants
CRNX,Healthcare,Biotechnology
BHC,Healthcare,Drug Manufacturers - Specialty & Generic
VERI,Technology,Software - Infrastructure
DHI,Consumer Cyclical,Residential Construction
IONR,Basic Materials,Other Industrial Metals & Mining
NPWR,Industrials,Specialty Industrial Machinery
RR,Industrials,Specialty Industrial Machinery
WWR,Basic Materials,Other Industrial Metals & Mining
WMS,Industrials,Building Products & Equipment
PCT,Industrials,Pollution & Treatment Controls
CNR,Energy,Thermal Coal
GIL,Consumer Cyclical,Apparel Manufacturing
DNA,Healthcare,Biotechnology
PLTY,その他,
NOC,Industrials,Aerospace & Defense
GNSS,Technology,Scientific & Technical Instruments
SOFI,Financial Services,Credit Services
ENSG,Healthcare,Medical Care Facilities
NEPH,Healthcare,Medical Instruments & Supplies
LINK,Technology,Electronic Components
HUYA,Communication Services,Entertainment
ATCH,Financial Services,Capital Markets
CELZ,Healthcare,Biotechnology
SERA,Healthcare,Medical Devices
COLL,Healthcare,Drug Manufacturers - Specialty & Generic
CCL,Consumer Cyclical,Travel Services
ULBI,Industrials,Electrical Equipment & Parts
GIC,Industrials,Industrial Distribution
AVO,Consumer Defensive,Food Distribution
HIPO,Financial Services,Insurance - Property & Casualty
CRL,Healthcare,Diagnostics & Research
PXLW,Technology,Semiconductors
JBTM,Industrials,Specialty Industrial Machinery
TMC,Basic Materials,Other Industrial Metals & Mining
LMT,Industrials,Aerospace & Defense
MCRP,Technology,Computer Hardware
HOOD,Financial Services,Capital Markets
MTLS,Technology,Software - Application
AQB,Consumer Defensive,Farm Products
PFAI,Consumer Defensive,Farm Products
NXST,Communication Services,Broadcasting
BBAI,Technology,Information Technology Services
VKTX,Healthcare,Biotechnology
FCAP,Financial Services,Banks - Regional
TMO,Healthcare,Diagnostics & Research
NTRP,Consumer Cyclical,Travel Services
BLNK,Industrials,Engineering & Construction
CATO,Consumer Cyclical,Apparel Retail
DJCO,Technology,Software - Application
AMTM,Industrials,Specialty Business Services
TSLR,その他,
CMCM,Communication Services,Internet Content & Information
DNUT,Consumer Defensive,Grocery Stores
WAFU,Consumer Defensive,Education & Training Services
CVNA,Consumer Cyclical,Auto & Truck Dealerships
KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
PSHG,Industrials,Marine Shipping
TBCH,Technology,Consumer Electronics
PAGS,Technology,Software - Infrastructure
ESLA,Healthcare,Biotechnology
GTN,Communication Services,Broadcasting
IDXX,Healthcare,Diagnostics & Research
NTIC,Basic Materials,Specialty Chemicals
TSLL,その他,
PLTR,Technology,Software - Infrastructure
AYI,Industrials,Electrical Equipment & Parts
MLP,Real Estate,Real Estate Services
WHG,Financial Services,Asset Management
AUTL,Healthcare,Biotechnology
OMAB,Industrials,Airports & Air Services
DLHC,Industrials,Specialty Business Services
CPRI,Consumer Cyclical,Luxury Goods
EVCM,Technology,Software - Application
RVP,Healthcare,Medical Instruments & Supplies
CLNE,Energy,Oil & Gas Refining & Marketing
BABA,Consumer Cyclical,Internet Retail
FBGL,Industrials,Engineering & Construction
EMPD,Consumer Cyclical,Auto Manufacturers
CLWT,Industrials,Pollution & Treatment Controls
RKT,Financial Services,Mortgage Finance
AII,Financial Services,Insurance - Property & Casualty
CACI,Technology,Information Technology Services
USIO,Technology,Software - Infrastructure
WYNN,Consumer Cyclical,Resorts & Casinos
CSTE,Industrials,Building Products & Equipment
TBBK,Financial Services,Banks - Regional
RCL,Consumer Cyclical,Travel Services
CRH,Basic Materials,Building Materials
TSLT,その他,
HMY,Basic Materials,Gold
CVCO,Consumer Cyclical,Residential Construction
DLTR,Consumer Defensive,Discount Stores
TCI,Real Estate,Real Estate Services
PWP,Financial Services,Capital Markets
FNWD,Financial Services,Banks - Regional
WFC,Financial Services,Banks - Diversified
NNDM,Technology,Computer Hardware
A,Healthcare,Diagnostics & Research
ARL,Real Estate,Real Estate Services
ASLE,Industrials,Airports & Air Services
LTRN,Healthcare,Biotechnology
DG,Consumer Defensive,Discount Stores
CG,Financial Services,Asset Management
TSQ,Communication Services,Advertising Agencies
PCSC,Financial Services,Shell Companies
MITQ,Technology,Communication Equipment
YUMC,Consumer Cyclical,Restaurants
ANF,Consumer Cyclical,Apparel Retail
BSBR,Financial Services,Banks - Regional
AWX,Industrials,Waste Management
HCA,Healthcare,Medical Care Facilities
EDTK,Consumer Defensive,Education & Training Services
PLTW,その他,
HRI,Industrials,Rental & Leasing Services
ALGS,Healthcare,Biotechnology
TSYY,その他,
VIPS,Consumer Cyclical,Internet Retail
APPS,Technology,Software - Application
LGL,Technology,Scientific & Technical Instruments
LDI,Financial Services,Mortgage Finance
LIQT,Industrials,Pollution & Treatment Controls
RAVE,Consumer Cyclical,Restaurants
TACT,Technology,Computer Hardware
ALTI,Financial Services,Asset Management
GEG,Financial Services,Asset Management
MOLN,Healthcare,Biotechnology
COF,Financial Services,Credit Services
MBAV,Financial Services,Shell Companies
IRIX,Healthcare,Medical Devices
OSTX,Healthcare,Biotechnology
ACHC,Healthcare,Medical Care Facilities
RDVT,Technology,Software - Application
STEM,Utilities,Utilities - Renewable
TMHC,Consumer Cyclical,Residential Construction
ALNY,Healthcare,Biotechnology
MTH,Consumer Cyclical,Residential Construction
TPCS,Industrials,Metal Fabrication
CEPU,Utilities,Utilities - Regulated Electric
RMNI,Technology,Software - Application
WWW,Consumer Cyclical,Footwear & Accessories
LEGH,Consumer Cyclical,Residential Construction
FULC,Healthcare,Biotechnology
JWEL,Consumer Cyclical,Internet Retail
KTCC,Technology,Computer Hardware
BLNE,Financial Services,Mortgage Finance
MOMO,Communication Services,Internet Content & Information
LEGN,Healthcare,Biotechnology
API,Technology,Software - Application
WRAP,Technology,Scientific & Technical Instruments
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SMSI,Technology,Software - Application
EDU,Consumer Defensive,Education & Training Services
LUCK,Consumer Cyclical,Leisure
OPK,Healthcare,Diagnostics & Research
DTST,Technology,Information Technology Services
CIX,Industrials,Security & Protection Services
MCHX,Communication Services,Advertising Agencies
MDT,Healthcare,Medical Devices
STNE,Technology,Software - Infrastructure
GROV,Consumer Defensive,Household & Personal Products
III,Technology,Information Technology Services
TMF,その他,
CCS,Real Estate,Real Estate - Development
CEG,Utilities,Utilities - Independent Power Producers
VST,Utilities,Utilities - Independent Power Producers
LOW,Consumer Cyclical,Home Improvement Retail
ABVC,Healthcare,Biotechnology
HAE,Healthcare,Medical Devices
BRID,Consumer Defensive,Packaged Foods
MTD,Healthcare,Diagnostics & Research
RGP,Industrials,Consulting Services
ARLO,Industrials,Building Products & Equipment
GANX,Healthcare,Biotechnology
THO,Consumer Cyclical,Recreational Vehicles
BRLT,Consumer Cyclical,Luxury Goods
CRESY,Industrials,Conglomerates
NMTC,Healthcare,Medical Devices
SCL,Basic Materials,Specialty Chemicals
GIGM,Communication Services,Electronic Gaming & Multimedia
BOOT,Consumer Cyclical,Apparel Retail
NXPL,Technology,Software - Application
EVI,Industrials,Industrial Distribution
SEED,Basic Materials,Agricultural Inputs
VMC,Basic Materials,Building Materials
HELE,Consumer Defensive,Household & Personal Products
META,Communication Services,Internet Content & Information
MIR,Industrials,Specialty Industrial Machinery
RGEN,Healthcare,Medical Instruments & Supplies
HCI,Financial Services,Insurance - Property & Casualty
KBH,Consumer Cyclical,Residential Construction
TDOC,Healthcare,Health Information Services
OFLX,Industrials,Specialty Industrial Machinery
RADX,Healthcare,Biotechnology
CRWS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
RDNT,Healthcare,Diagnostics & Research
ACAD,Healthcare,Biotechnology
KT,Communication Services,Telecom Services
MLM,Basic Materials,Building Materials
APM,Healthcare,Biotechnology
KAPA,Healthcare,Biotechnology
